taxon_id,taxon_name,class
NEONDREX460000,Onychonema filiforme (Ehrenberg) Roy et Bissett,Chlorophyceae
DINOPHYCEAESP,Dinophyceae sp.,Dinophyceae
NEONDREX327193,Cosmarium margaritatum f. minor (Boldt) W. West et G.S. West,Chlorophyceae
NEONDREX379018,Euastrum bidentatum Nägeli,Chlorophyceae
NEONDREX538027,Staurastrum hexacerum (Ehrenberg) Wittrock,Chlorophyceae
NEONDREX327234,Cosmarium tumidum var. tumidum f. minus Messikommer,Chlorophyceae
NEONDREX438004,Micrasterias pinnatifida (Kützing) Ralfs,Chlorophyceae
NEONDREX820008,Chroococcus dispersus var. minor G.M. Smith,Myxophyceae
NEONDREX3001,Actinella punctata F.W. Lewis,Bacillariophyceae
NEONDREX1132006,Kephyrion sp.,Chrysophyceae
NEONDREX316004,Closterium kuetzingii Brébisson,Chlorophyceae
NEONDREX355000,Dispora sp.,Chlorophyceae
NEONDREX379028,Euastrum fissum W. West et G.S. West,Chlorophyceae
NEONDREX553005,Tetraedron caudatum (Corda) Hansgirg,Chlorophyceae
NEONDREX820004,Chroococcus minutus (Kützing) Nägeli,Myxophyceae
NEONDREX316058,Closterium cornu Ehrenberg,Chlorophyceae
NEONDREX12028,Caloneis molaris (Grunow) Krammer,Bacillariophyceae
NEONDREX327040,Cosmarium pachydermum Lundell,Chlorophyceae
NEONDREX31003,Entomoneis alata (Ehrenberg) Ehrenberg,Bacillariophyceae
NEONDREX389001,Gloeocystis major Gerneck,Chlorophyceae
NEONDREX316051,Closterium tumidulum Gay,Chlorophyceae
NEONDREX33418,Eunotia neocompacta var. vixcompacta Lange-Bertalot,Bacillariophyceae
NEONDREX379023,Euastrum affine Ralfs,Chlorophyceae
NEONDREX67007,Tabellaria flocculosa var. linearis Koppen,Bacillariophyceae
NEONDREX00547,Cosmarium lomnicense Lütkemüller,NA
NEONDREX481013,Pleurotaenium verrucosum (Bailey) Lundell,Chlorophyceae
NEONDREX824004,Coelosphaerium pallidum Lemmermann,NA
NEONDREX327242,Cosmarium nymannianum Grunow,Chlorophyceae
NEONDREX33133,Eunotia maior var. ventricosa Cleve-Euler,Bacillariophyceae
NEONDREX46561,Navicula pseudoarvensis Hustedt,Bacillariophyceae
NEONDREX47014,Neidium iridis (Ehrenberg) Cleve,Bacillariophyceae
NEONDREX888024,Schizothrix sp.,Myxophyceae
NEONDREX316016,Closterium intermedium Ralfs,Chlorophyceae
NEONDREX316112,Closterium navicula (Brébisson) Lütkemüller,Chlorophyceae
NEONDREX327027,Cosmarium circulare Reinsch,Chlorophyceae
NEONDREX379040,Euastrum didelta Ralfs,Chlorophyceae
NEONDREX538009,Staurastrum alternans (Brébisson) Ralfs,Chlorophyceae
NEONDREX538100,Staurastrum cerastes Lundell,Chlorophyceae
NEONDREX538142,Staurastrum radians West & West,Chlorophyceae
NEONDREX00550,Staurastrum gracile var. tenuissimum Boldt,NA
NEONDREX327038,Cosmarium regnesi Reinsch,Chlorophyceae
NEONDREX48001,Nitzschia acicularioides Hustedt,Bacillariophyceae
NEONDREX538113,Staurastrum johnsonii W. West et G.S. West,Chlorophyceae
NEONDREX67008,Tabellaria quadriseptata Knudsen,Bacillariophyceae
NEONDREX995036,Trachelomonas granulosa Playfair,Euglenophyceae
NEONDREX538040,Staurastrum curvatum var. elongatum Smith,Chlorophyceae
NEONDREX549000,Tetmemorus laevis (Kützing) Ralfs,Chlorophyceae
NEONDREX327248,Cosmarium blyttii Wille,Chlorophyceae
NEONDREX580000,Xanthidium armatum (Brébisson) Rabenhorst,Chlorophyceae
NEONDREX327036,Cosmarium bioculatum Brébisson,Chlorophyceae
NEONDREX379041,Euastrum sublobatum Brébisson ex Ralfs,Chlorophyceae
NEONDREX110092,Encyonema rostratum Krammer,Bacillariophyceae
NEONDREX18002,Brachysira procera Lange-Bertalot et Moser,Bacillariophyceae
NEONDREX199007,Kobayasiella madumensis (JØrgensen) Lange-Bertalot,Bacillariophyceae
NEONDREX97003,Cymbellopsis sp.,Bacillariophyceae
NEONDREX33272,Eunotia tetraodon Ehrenberg,Bacillariophyceae
NEONDREX44372,Pinnularia subanglica Krammer,Bacillariophyceae
PYRRHOPHYTASP,Pyrrhophyta sp.,NA
NEONDREX199013,Kobayasiella sp.,Bacillariophyceae
NEONDREX33054,Eunotia serra Ehrenberg,Bacillariophyceae
NEONDREX48380,Nitzschia bryophila (Hustedt) Hustedt,Bacillariophyceae
NEONDREX186010,Psammothidium altaicum Bukhtiyarova,Bacillariophyceae
NEONDREX256010,Actinotaenium sp.,Chlorophyceae
NEONDREX500002,Quadrigula sp.,Chlorophyceae
NEONDREX33013,Eunotia elegans Østrup,Bacillariophyceae
NEONDREX888004,Oscillatoria princeps Vaucher,Myxophyceae
NEONDREX316042,Closterium planum Hughes,Chlorophyceae
NEONDREX538041,Staurastrum cuspidatum Ralfs,Chlorophyceae
NEONDREX321011,Coelastrum proboscideum Bohlin,Chlorophyceae
NEONDREX316047,Closterium libellula var. intermedium (Roy et Bissett) G.S. West,Chlorophyceae
NEONDREX10060,Aulacoseira lacustris (Grunow) Krammer,Bacillariophyceae
NEONDREX438018,Micrasterias muricata (Bailey) Ralfs,Chlorophyceae
NEONDREX379011,Euastrum binale var. sectum Turner,Chlorophyceae
NEONDREX455017,Oedogonium reinsheii Roy ex Hirn,Chlorophyceae
NEONDREX190017,Cymbopleura subaequalis (Grunow) Krammer,Bacillariophyceae
NEONDREX293001,Chaetosphaeridium globosum (Nordstedt) Klebahn,Chlorophyceae
NEONDREX538149,Staurastrum anatinum Cooke et Wille,NA
NEONDREX115005,Fallacia monoculata (Hustedt) Mann,Bacillariophyceae
CHLOROPHYCEAESP,Chlorophyceae sp.,Chlorophyceae
NEONDREX44090,Melosira dickiei (Twaites) Kützing,NA
NEONDREX538017,Staurastrum megacanthum Lundell,Chlorophyceae
NEONDREX536008,Spondylosium pulchellum (Archer) Archer,NA
NEONDREX836002,Eucapsis alpina Clements and Schantz,Myxophyceae
NEONDREX33211,"Eunotia bilunaris var. mucophila Lange-Bertalot, Norpel et Alles",NA
NEONDREX327033,Cosmarium pyramidatum Brébisson,Chlorophyceae
NEONDREX890002,Phormidium ambiguum Gomont,Myxophyceae
NEONDREX21013,Craticula halophilioides (Hustedt) Lange-Bertalot,Bacillariophyceae
NEONDREX546003,Teilingia excavata (Ralfs ex Ralfs) Bourrelly,NA
NEONDREX18049,Brachysira neglectissima Lange-Bertalot,NA
NEONDREX10006,Aulacoseira perglabra (Østrup) Haworth,Bacillariophyceae
NEONDREX10106,Aulacoseira nivaloides (Camburn) English et Potapova,NA
NEONDREX189007,Rossithidium anastasiae (Kaczmarska) Potapova,Bacillariophyceae
NEONDREX62018,Stauroneis smithii var. incisa Pantocsek,Bacillariophyceae
NEONTAXICHONDRUM,Cosmarium taxichondrum,Chlorophyceae
NEONDREX316027,Closterium striolatum Ehrenberg,Chlorophyceae
NEONDREX537012,Staurodesmus cuspidatus (Brébisson) Teiling,NA
BATRACHOSPGSPP,Batrachospermum spp.,Rhodophyceae
KOBMIC,Kobayasiella micropunctata (H.Germain) Lange-Bertalot,Bacillariophyceae
MOUGEOTIASPP,Mougeotia spp.,Chlorophyceae
NEONDREX390003,Geminella interrupta (Turpin) Lagerheim,Chlorophyceae
NEONDREX47198,Cymbopleura frequens Krammer,Bacillariophyceae
APHANOTHECESPP,Aphanothece spp.,Myxophyceae
DICTYOSPHAGSPP,Dictyosphaerium spp.,Chlorophyceae
DINOBRYONSPP,Dinobryon spp.,Chrysophyceae
NEONDREX34088,Fragilaria nanana Lange-Bertalot,Bacillariophyceae
NEONDREX390000,Geminella sp.,Chlorophyceae
NEONDREX446024,Monoraphidium mirabile (W. West et G.S. West) Lemmermann,Chlorophyceae
OOCYSTISSPP,Oocystis spp.,Chlorophyceae
TROSP,Trochiscia sp.,Chlorophyceae
GEMINELLASPP,Geminella spp.,Chlorophyceae
GLOSP,Gloeothece sp.,Myxophyceae
NEONDREX33191,Eunotia rhynchocephala Hustedt,Bacillariophyceae
NEONDREX52028,Pinnularia formica (Ehrenberg) Patrick,Bacillariophyceae
STAHEI,Stauroneis heinii Lange-Bertalot & Krammer,Bacillariophyceae
CHRSP2,Chromulina sp.,Chrysophyceae
KEPHYRIONSPP,Kephyrion spp.,Chrysophyceae
SPISP,Spiniferomonas sp.,Synurophyceae
PLAGIOSELMISSPP,Plagioselmis spp.,Cryptophyceae
CHLELL,Chlorella ellipsoidea Gerneck,Chlorophyceae
CYASP2,Cyanodictyon sp.,Myxophyceae
NEONDREX44095,Melosira sp.,Bacillariophyceae
NEONDREX537003,Staurodesmus sp.,Chlorophyceae
EUNTRI1,Eunotia trinacria Krasske,Bacillariophyceae
NEONDREX47022,Neidium sacoense Reimer,Bacillariophyceae
NEONDREX52815,Pinnularia rhombarea Krammer et Metzeltin,Bacillariophyceae
MERISMOPEDIASPP,Merismopedia spp.,Myxophyceae
NEONDREX350002,Dictyosphaerium sp.,Chlorophyceae
NEONDREX44512,Cymbella vulgata Krammer,Bacillariophyceae
NEONDREX1284002,Plagioselmis sp.,Cryptophyceae
NEONDREX92027,Nupela tenuicephala (Hustedt) Lange-Bertalot,NA
BULBOCHAETESPP,Bulbochaete spp.,Chlorophyceae
PERIDINIUMSPP,Peridinium spp.,Dinophyceae
STAURASTRUMSPP,Staurastrum spp.,Chlorophyceae
STAURODESMUSSPP,Staurodesmus spp.,Chlorophyceae
TRIBONEMASPP,Tribonema spp.,Tribophyceae
NEONDREX1505001,Batrachospermum sp.,Rhodophyceae
SCYTONEMASPP,Scytonema spp.,Myxophyceae
SYNECHOCOCCUSSPP,Synechococcus spp.,Myxophyceae
SYNUROPHYCEAESP,Synurophyceae sp.,Synurophyceae
NEONDREX18006,Brachysira vitrea (Grunow) Ross,Bacillariophyceae
OCHROMONASSPP,Ochromonas spp.,Chrysophyceae
ELAACU,Elakatothrix acuta Pascher,Chlorophyceae
BRACHYSIRASPP,Brachysira spp.,Bacillariophyceae
CHRSP4,Chrysosphaera sp.,Chrysophyceae
EUNNEO,Eunotia neocompacta S.Mayama,Bacillariophyceae
GOMOLI,Gomphonella olivacea (Hornemann) Rabenhorst,Bacillariophyceae
NEONDREX18009,Brachysira neoexilis Lange-Bertalot,NA
NEONDREX192022,Fragilariforma sp.,Bacillariophyceae
PERUMB,Peridinium umbonatum F.Stein,Dinophyceae
NEONDREX295000,Characium sp.,Chlorophyceae
NEONDREX33281,Eunotia fennica (Hustedt) Lange-Bertalot,Bacillariophyceae
NEONDREX542001,Stichococcus sp.,Chlorophyceae
ENCYONOPSISSPP,Encyonopsis spp.,Bacillariophyceae
NEONDREX9008,Asterionella sp.,Bacillariophyceae
NEONDREX34274,Fragilaria perminuta (Grunow) Lange-Bertalot,NA
NEONDREX93030,Navicula catalanogermanica Lange-Bertalot et Hofmann,Bacillariophyceae
NEONDREX1025,"Achnanthidium exiguum var. constrictum (Grunow) Andresen, Stoermer et Kreis",Bacillariophyceae
NEONDREX245004,Ulnaria lanceolata (Kützing) Compère,Bacillariophyceae
NEONDREX48233,Nitzschia sinuata var. delognei (Grunow) Lange-Bertalot,Bacillariophyceae
NEONDREX23801,Cymbella kolbei Hustedt,Bacillariophyceae
NEONDREX211011,Mayamaea fossalis (Krasske) Lange-Bertalot,Bacillariophyceae
DENOCC,Denticula occidentalis Østrup,Bacillariophyceae
HALAMPHORASP,Halamphora sp.,Bacillariophyceae
NAVICULACEAESP,Naviculaceae sp.,Bacillariophyceae
NEONDREX508001,Rhizoclonium sp.,Chlorophyceae
NEONDREX46279,Navicula wallacei Reimer,Bacillariophyceae
NEONDREX510054,Scenedesmus intermedius Chodat,Chlorophyceae
NEONDREX553016,Tetraedron planctonicum Smith,Chlorophyceae
NEONDREX70003,Thalassiosira visurgis Hustedt,Bacillariophyceae
NEONDREX158001,Pleurosira laevis (Ehrenberg) Compère,Bacillariophyceae
NEONDREX510080,Scenedesmus soli Hortobágyi,Chlorophyceae
NEONDREX170009,Sellaphora bacillum (Ehrenberg) Mann,Bacillariophyceae
NEONDREX155047,Planothidium abbreviatum (Reimer) Potapova,Bacillariophyceae
NEONDREX33041,Eunotia pectinalis var. undulata (Ralfs) Rabenhorst,Bacillariophyceae
NEONDREX41001,Hydrosera whampoensis (Schwartz) Deby,Bacillariophyceae
NEONDREX92012,Nupela carolina Potapova et Clason,Bacillariophyceae
NEONDREX68001,Terpsinoe musica Ehrenberg,Bacillariophyceae
NEONDREX195004,Cavinula scutelloides (Smith) Lange-Bertalot,Bacillariophyceae
NEONDREX94071,Achnanthes sp.,Bacillariophyceae
NEONDREX46537,Navicula schadei Krasske,Bacillariophyceae
NEONDREX194009,Placoneis placentula (Ehrenberg) Mereschkowsky,Bacillariophyceae
NEONDREX65045,Surirella stalagma Hohn et Hellerman,Bacillariophyceae
NEONDREX16014,Cocconeis klamathensis Sovereign,Bacillariophyceae
NEONDREX194004,Placoneis clementis (Grunow) Cox,Bacillariophyceae
NEONDREX46090,Navicula vitabunda Hustedt,Bacillariophyceae
NEONDREX48341,Nitzschia lacunarum Hustedt,Bacillariophyceae
NEONDREX510018,Scenedesmus dispar Brébisson,Chlorophyceae
NEONDREX65072,Surirella elegans Ehrenberg,Bacillariophyceae
NEONDREX93177,Navicula ruttneri var. capitata Hustedt,Bacillariophyceae
NEONDREX93187,Navicula hintzii Lange-Bertalot,Bacillariophyceae
NEONDREX155016,Planothidium joursacense (Héribaud) Lange-Bertalot,Bacillariophyceae
NEONDREX48394,Nitzschia lorenziana Grunow,Bacillariophyceae
NEONDREX23817,Cymbella tropica Krammer,Bacillariophyceae
NEONDREX38027,Gyrosigma reimeri Sterrenburg,Bacillariophyceae
NEONDREX464000,Pandorina morum (Müller) Bory,Chlorophyceae
NEONDREX46693,Navicula broetzii Lange-Bertalot et Metzeltin,Bacillariophyceae
NEONDREX510019,Scenedesmus serratus (Corda) Bohlin,Chlorophyceae
NEONDREX557001,Tetrastrum heteracanthum (Nordstedt) Chodat,Chlorophyceae
NEONDREX110040,Encyonema alpinum (Grunow) Mann,Bacillariophyceae
NEONDREX211005,Mayamaea muraliformis (Hustedt) Lange-Bertalot,Bacillariophyceae
NEONDREX2508002,Platessa holsatica (Hustedt) Lange-Bertalot,Bacillariophyceae
NEONDREX984000,Lepocinclis sp.,Euglenophyceae
NEONDREX16013,Cocconeis scutellum Ehrenberg,Bacillariophyceae
NEONDREX170002,Sellaphora pupula var. capitata Skvortzow et Meyer,Bacillariophyceae
NEONDREX2506001,Discostella glomerata (Bachmann) Houk et Klee,Bacillariophyceae
NEONDREX2508005,Platessa rupestris (Krasske) Lange-Bertalot,Bacillariophyceae
NEONDREX510029,Scenedesmus brevispina (G.M. Smith) Chodat,Chlorophyceae
NEONDREX52811,Pinnularia schroederii (Hustedt) Krammer,Bacillariophyceae
NEONDREX46159,Navicula festiva Krasske,Bacillariophyceae
NEONDREX46467,Navicula vaucheriae Petersen,Bacillariophyceae
NEONDREX321013,Coelastrum morus W. West et G.S. West,Chlorophyceae
BOTRYOCOCCUSSP,Botryococcus sp.,Chlorophyceae
NEONDREX510081,Scenedesmus smithii Teiling,Chlorophyceae
NEONDREX40007,Hantzschia distinctepunctata (Hustedt) Hustedt,Bacillariophyceae
GYRSCA,Gyrosigma scalproides (Rabenhorst) Cleve,Bacillariophyceae
CERSTA,Cerasterias staurastroides West & G.S. West,Chlorophyceae
CYAFUS,Cyanotetras fusca Hindák,Myxophyceae
MONCIR,Monoraphidium circinale (Nygaard) Nygaard,NA
NEONDREX426006,Lagerheimia genevensis Chodat,Chlorophyceae
NEONDREX898000,Raphidiopsis curvata Fritsch et Rich,Myxophyceae
TETALT,Tetrachlorella alternans (G.M. Smith) Korshikov,Chlorophyceae
NEONDREX831001,Cylindrospermopsis raciborskii (Woloszynska) Seenaya et Subba Raju,Myxophyceae
SCEACU,Scenedesmus aculeolatus Reinsch,Chlorophyceae
SCEALT,Scenedesmus alternans Reinsch,NA
SUXMIT,Suxenella mitrae (G.L. Tiwari & D.C. Pandey) Fott,Chlorophyceae
CRUCRU,Crucigenia crucifera (Wolle) Collins,Chlorophyceae
KIROBE,Kirchneriella obesa (West) West & G.S. West,Chlorophyceae
NEONDREX210002,Geissleria aikenensis (Patrick) Torgan et Olivera,NA
NEONDREX933002,Tychonema sp.,Myxophyceae
NEONDREX510032,Scenedesmus incrassatulus Bohlin,Chlorophyceae
NEONDREX510059,Scenedesmus opoliensis Richter,Chlorophyceae
SPESP,Spermatozopsis sp.,Chlorophyceae
NEONDREX46405,Navicula thienemanni Hustedt,Bacillariophyceae
NEONDREX9098004,Halamphora holsatica (Hustedt) Levkov,Bacillariophyceae
NEONDREX1011,Achnanthidium affine (Grunow) Czarnecki,Bacillariophyceae
NEONDREX9098040,Halamphora ghanensis Levkov,Bacillariophyceae
NEONDREX48186,Nitzschia vermicularis (Kützing) Hantzsch,Bacillariophyceae
NEONDREX197009,Diadesmis pantropica Lange-Bertalot,Bacillariophyceae
NEONDREX23082,Cymbella tumidula Grunow,Bacillariophyceae
NEONDREX875005,Merismopedia convoluta Brébisson ex Kützing,Myxophyceae
NEONDREX186015,Psammothidium levanderi (Hustedt) Czarnecki,Bacillariophyceae
NEONDREX3065,Naviculadicta raederae Lange-Bertalot,Bacillariophyceae
NEONDREX48007,Nitzschia denticula Grunow,Bacillariophyceae
NEONDREX92034,Nupela frezelii Potapova,Bacillariophyceae
NEONDREX569001,Ulothrix zonata (Weber et Mohr) Kützing,Chlorophyceae
NEONDREX842008,Gloeocapsa sp.,Myxophyceae
NEONDREX37073,Gomphonema carolinense Hagelstein,Bacillariophyceae
NEONDREX901001,Rivularia sp.,Myxophyceae
CYMBELLACEAESP,Cymbellaceae sp.,Bacillariophyceae
NEONDREX10001,Aulacoseira crassipunctata Krammer,Bacillariophyceae
NEONDREX190007,Cymbopleura subcuspidata (Krammer) Krammer,Bacillariophyceae
NEONDREX35059,"Frustulia inculta Siver, Pelczar et Hamilton",Bacillariophyceae
NEONDREX48188,Nitzschia vitrea Norman,Bacillariophyceae
NEONDREX316113,Closterium cornu var. upsaliense Nordstedt,Chlorophyceae
NEONDREX23111,Cymbella schubartoides Camburn et Charles,Bacillariophyceae
NEONDREX33017,Eunotia exigua var. tridentula Østrup,Bacillariophyceae
NEONDREX155005,Planothidium peragalli (Brun et Héribaud) Round et Bukhtiyarova,Bacillariophyceae
NEONDREX1711,Placoneis hambergii (Hustedt) Bruder,Bacillariophyceae
NEONDREX192007,Fragilariforma strangulata (Zanon) Williams et Round,Bacillariophyceae
NEONDREX48223,Nitzschia commutata Grunow,Bacillariophyceae
NEONDREX33212,Eunotia paludosa var. trinacria (Krasske) Nörpel et Alles,Bacillariophyceae
NEONDREX33021,Eunotia formica Ehrenberg,Bacillariophyceae
NEONDREX219001,Decussata placenta (Ehrenberg) Lange-Bertalot,Bacillariophyceae
NEONDREX37398,Gomphonema coronatum Ehrenberg,Bacillariophyceae
NEONDREX65013,Surirella gracilis (Smith) Grunow,Bacillariophyceae
NEONDREX58008,Rhopalodia acuminata Krammer,Bacillariophyceae
NEONDREX62016,Stauroneis phoenicenteron f. gracilis (Dippel) Hustedt,Bacillariophyceae
NEONDREX34208,Fragilaria capucina var. fragilarioides (Grunow) Ludwig et Flores,Bacillariophyceae
NEONDREX62017,Stauroneis producta Grunow,Bacillariophyceae
NEONDREX47113,Cymbopleura apiculata Krammer,Bacillariophyceae
NEONDREX23265,Cymbella parva (Smith) Kirchner,Bacillariophyceae
NEONDREX44359,Pinnularia grunowii Krammer,Bacillariophyceae
NEONDREX37057,Gomphonema turris Ehrenberg,Bacillariophyceae
NEONDREX1013,Achnanthidium macrocephalum (Hustedt) Round et Bukhtiyarova,Bacillariophyceae
NEONDREX2125,Achnanthes decipiens Reimer,Bacillariophyceae
NEONDREX170045,"Sellaphora bacilloides (Hustedt) Levkov, Krstic et Nakov",Bacillariophyceae
NEONDREX33271,Eunotia satelles (Nörpel-Schempp et Lange-Bertalot) Nörpel-Schempp et Lange-Bertalot,Bacillariophyceae
DELDEL,Delicatophycus delicatulus (Kützing) M.J.Wynne,Bacillariophyceae
EUNCUR1,Eunotia curvata (Kützing) Lagerstedt,Bacillariophyceae
NEONDREX35035,Frustulia rhomboides (Ehrenberg) deToni,NA
ACHROS,Achnanthidium rosenstockii (Lange-Bertalot) Lange-Bertalot,Bacillariophyceae
NEONDREX806002,Spirulina sp.,Myxophyceae
EUNCUR,Eunotia curvula Hustedt,Bacillariophyceae
NEONDREX73025,"Pseudostaurosira elliptica (Schumann) Edlund, Morales et Spaulding",Bacillariophyceae
NEONDREX30020,Diploneis smithii var. pumila (Grunow) Hustedt,Bacillariophyceae
NEONDREX23089,Cymbella cymbiformis Agardh,Bacillariophyceae
NEONDREX37151,Gomphonema utae Lange-Bertalot et Reichardt,Bacillariophyceae
NEONDREX538054,Staurastrum subgrande var. minor Smith,Chlorophyceae
NEONDREX46106,Navicula praeterita Hustedt,Bacillariophyceae
NEONDREX23202,Cymbella compacta Østrup,Bacillariophyceae
NEONDREX34202,Fragilaria capucina var. septentrionalis (Østrup) Lange-Bertalot,Bacillariophyceae
NEONDREX12009,Caloneis hyalina Hustedt,Bacillariophyceae
NEONDREX37071,Gomphonema augur Ehrenberg,Bacillariophyceae
NEONDREX34148,Fragilaria parasitica (Smith) Grunow,Bacillariophyceae
NEONDREX7060,Amphora aequalis Krammer,Bacillariophyceae
NEONDREX8942005,Eolimna tantula (Hustedt) Lange-Bertalot,Bacillariophyceae
NEONDREX8942015,Eolimna raederae (Lange-Bertalot) Lange-Bertalot et Kulikovskiy,Bacillariophyceae
NEONDREX48134,Nitzschia bremensis Hustedt,Bacillariophyceae
NEONDREX115019,Fallacia pseudoforcipata (Hustedt) Mann,Bacillariophyceae
NEONDREX48661,Nitzschia rectirobusta Lange-Bertalot,Bacillariophyceae
NEONDREX12054,Caloneis thermalis (Grunow) Krammer,Bacillariophyceae
NEONDREX13001,Cylindrotheca gracilis (Brébisson) Grunow,Bacillariophyceae
PERSP,Peroniella sp.,Tribophyceae
HYESP,Hyella sp.,Myxophyceae
NEONDREX819009,Chamaesiphon minimus Schmidle,Myxophyceae
ENCHAM,Encyonema hamsherae D.Winter & Bahls,Bacillariophyceae
NEONDREX48652,Nitzschia balcanica Hustedt,Bacillariophyceae
NEONDREX12044,Caloneis aerophila Bock,Bacillariophyceae
ENCPRO,Encyonema procerum Krammer,Bacillariophyceae
NEONDREX850008,Heteroleibleinia kossinskajae (Elenkin) Anagnosidis et Komárek,Myxophyceae
NEONDREX907002,Snowella sp.,Myxophyceae
NEONDREX34126,Fragilaria fonticola Hustedt,Bacillariophyceae
NEONDREX37083,Gomphonema bohemicum Reichelt et Fricke,Bacillariophyceae
NEONDREX21041,Craticula sp.,Bacillariophyceae
DIPOBL,Diploneis oblongellopsis Lange-Bertalot & A.Fuhrmann,Bacillariophyceae
PERONIASP,Peronia sp.,Bacillariophyceae
CYMALP,Cymbella alpestris Krammer,Bacillariophyceae
NEONDREX46674,Navicula namibica Lange-Bertalot et Rumrich,Bacillariophyceae
NEONDREX46807,Navicula pseudobryophila Hustedt,Bacillariophyceae
NEONDREX316079,Closterium tumidum var. nylandicum Grönblad,Chlorophyceae
NEONDREX52814,Pinnularia amabilis Krammer,Bacillariophyceae
NEONDREX33451,"Eunotia papilioforma Furey, Lowe et Johansen",Bacillariophyceae
NEONDREX888012,Oscillatoria sancta Kützing,Myxophyceae
NEONDREX62030,Stauroneis smithii var. sagitta (Cleve) Hustedt,Bacillariophyceae
NEONDREX37081,Gomphonema angustatum var. obtusatum (Kützing) Grunow,Bacillariophyceae
NEONDREX62032,Stauroneis agrestis Petersen,Bacillariophyceae
NEONDREX1100,Meridion alansmithii Brant,Bacillariophyceae
NEONDREX130057,Luticola minor (Patrick) Mayama,Bacillariophyceae
NEONDREX170109,Sellaphora stauroneioides (Lange-Bertalot) Veselá et Johansen,Bacillariophyceae
NEONDREX34077,Fragilaria virescens f. clavata Grunow,Bacillariophyceae
NEONDREX23076,Cymbella lata Grunow,Bacillariophyceae
NEONDREX103174,Pinnularia turfosiphila Gaiser & Johansen,Bacillariophyceae
NEONDREX12018,Caloneis bacillum var. lancettula (Schulz) Hustedt,Bacillariophyceae
NEONDREX130058,"Luticola pseudopeguana Levkov, Metzeltin & A.Pavlov",Bacillariophyceae
NEONDREX33005,Eunotia bigibba Kützing,Bacillariophyceae
NEONDREX2041,Achnanthes coarctata (Brébisson ex W. Smith) Grunow,Bacillariophyceae
NEONDREX62041,Stauroneis thermicola f. lanceolata (Hustedt) Hustedt,Bacillariophyceae
NEONDREX92039,Nupela poconoensis (Patrick) Potapova,Bacillariophyceae
NEONDREX210005,Geissleria ignota (Krasske) Lange-Bertalot et Metzeltin,Bacillariophyceae
NEONDREX198001,Cosmioneis pusilla (Smith) Mann et Stickle,Bacillariophyceae
NEONDREX33435,Eunotia subherkiniensis Lange-Bertalot,Bacillariophyceae
NEONDREX62101,"Stauroneis reichardtii Lange-Bertalot, Cavacini, Tagliaventi et Alfinito",Bacillariophyceae
NEONDREX170150,Sellaphora difficillima (Hustedt) Wetzel & Mann,NA
NEONDREX44262,Pinnularia divergentissima var. subrostrata Cleve,Bacillariophyceae
NEONDREX52242,Pinnularia parvulissima Krammer,Bacillariophyceae
ACHSUB1,Achnanthidium subhudsonis var. kraeueselii (Cholnoky) Cantonati & Lange-Bertalot,Bacillariophyceae
EUNVEN,Eunotia veneris (Kützing) De Toni,Bacillariophyceae
GOMOCC,Gomphonema occultum Reichardt & Lange-Bertalot,Bacillariophyceae
NEONDREX130009,Luticola muticoides (Hustedt) Mann,Bacillariophyceae
NEONDREX130032,Luticola mobiliensis (Boyer) A. Mayama,Bacillariophyceae
NEITEN,Neidium tenuissimum Hustedt,Bacillariophyceae
NEONDREX46289,Navicula peregrina (Ehrenberg) Kützing,Bacillariophyceae
NEONDREX99012,"Achnanthidium delmontii Pérés, Le Cohu & Barthés",NA
NEONDREX185011,Tryblionella brunoi (Lange-Bertalot) Cantonati & Lange-Bertalot,NA
NEONDREX22002,Cymatopleura elliptica (Brébisson ex Kützing) Smith,Bacillariophyceae
NEONDREX23152,Cymbella lange-bertalotii Krammer,Bacillariophyceae
NEONDREX48624,Nitzschia gisela Lange-Bertalot,Bacillariophyceae
NEONDREX48094,Nitzschia dubia Smith,Bacillariophyceae
NEONDREX78002,Campylodiscus hibernicus Ehrenberg,Bacillariophyceae
GYRNOD,Gyrosigma nodiferum (Grunow) Reimer,Bacillariophyceae
SELLIN,"Sellaphora linearis (Metzeltin & H. Lange-Bertalot) C.E. Wetzel, L. Ector, B. Van de Vijver, Compère & D.G. Mann",Bacillariophyceae
PSAPUN,Psammothidium punctulatum Bukhtiyarova & Round,Bacillariophyceae
STAKOE,"Stauroneis koeltzii Metzeltin, A. Witkowski & Lange-Bertalot",Bacillariophyceae
NEONDREX78010,Campylodiscus sp.,Bacillariophyceae
NEONDREX1061,Achnanthidium crassum (Hustedt) Potapova et Ponader,NA
PARPLA,Paraplaconeis placentula (Ehrenberg) Kulikovskiy & Lange-Bertalot,Bacillariophyceae
PUNMIM,Punctastriata mimetica E.A.Morales,Bacillariophyceae
NEONDREX103178,Pinnularia schoenfelderi Krammer,NA
NEONDREX21037,Craticula acidoclinata Lange-Bertalot et Metzeltin,Bacillariophyceae
NEONDREX52015,Pinnularia braunii (Grunow) Cleve,Bacillariophyceae
NEONDREX9216001,"Neidiomorpha bindodiformis (Krammer) M. Cantonati, Lange-Bertalot & N. Angeli",NA
AUDSPP,Audouinella spp.,Florideophyceae
PLANKTOTHRIXSPP,Planktothrix spp.,Myxophyceae
NAVEIL,Navicula eileeniae Potapova & Ciugulea,Bacillariophyceae
